,hospital_id,hospital_name,id,rating,timeElapsed,language,text,attributes,likeCount,sentiment,overall_sentiment,cleaned_reviews,theme,theme_name
10,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNqalA3emh3RRAB,1,"{'value': 3, 'unit': 'month'}",en,This is a very shady hospital. Avoid at all cost. They’ll keep you there for as long as they can to charge you for services they may or may not provide. Provide an interim bill and if you pay on time they’ll get you to pay more for a final bill. Very useless!,{},,-0.7683,negative,shady hospital avoid cost keep long charge service may may provide provide interim bill pay time get pay final bill useless,0,Hospital Services
11,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURWeGRLOC1BRRAB,1,"{'value': 8, 'unit': 'month'}",en,Am at 6 Doctor plaza where I need to do my lab test. I came early so that am able to see the doctor and go back to work. I was told the lab opens by 8 am and the security keeps telling me it's 🌧️. I was here by 5:45 in the morning and it was raining badly. So until now it's 9:43 am and they haven't arrived. The rest of the doctors and nurses and the Specialists are great but they need to work on their laboratory technicians,{},,0.296,negative,six doctor plaza need lab test came early able see doctor go back work told lab open eight security keep telling 🌧️. five 45 morning raining badly nine 43 arrived rest doctor nurse specialist great need work laboratory technician,3,Improvement Areas
12,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNibExyOFRnEAE,2,"{'value': 3, 'unit': 'week'}",en,The most ignorant and careless nurses are found here. Very horrible hospital,{},,-0.8381,negative,ignorant careless nurse found horrible hospital,1,"Affordability, and Accessibility"
13,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURwaWNMMmFBEAE,5,"{'value': 11, 'unit': 'month'}",en,"I last visited Kenyatta Hospital in 2014 and what I saw there , did not sit right with me. A friend encouraged me recently to visit the Youth Centre to seek guidance for my teenage girls and I was wonderfully surprised. The place is clean, the customer service exceptional . A special mention goes to Mr. David of the Youth Center . He is calm , organized and polite. Kudos Kenyatta Hospital",{},2.0,0.9661,positive,last visited kenyatta hospital two thousand fourteen saw sit right friend encouraged recently visit youth centre seek guidance teenage girl wonderfully surprised place clean customer service exceptional special mention go mr david youth center calm organized polite kudos kenyatta hospital,4,Staff and Care Quality 
14,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNEanIyLUNnEAE,4,"{'value': 4, 'unit': 'month'}",en,Great reception especially emergency area and good response from all the staffs,{},,0.6258,positive,great reception especially emergency area good response staff,2,Facility Feedback
15,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURseHM2LTJBRRAB,1,"{'value': 8, 'unit': 'month'}",en,"The place is like a maze. Navigating within the facility is very difficult, time consuming, and frustrating. You may end up queuing in the wrong place for hours. Few doctors and nurses are kind and really nice, majority have no empathy at all.",{},1.0,-0.25,negative,place like maze navigating within facility difficult time consuming frustrating may end queuing wrong place hour doctor nurse kind really nice majority empathy,2,Facility Feedback
16,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUR4eXE3NHJnRRAB,4,"{'value': 1, 'unit': 'year'}",en,"Kenyatta National Hospital is a renowned referral medical facility in Kenya. It offers a wide range of specialized services, advanced technology, and highly skilled doctors. The hospital is well-organized, clean, and efficiently run. However, long wait times and overcrowding can be a concern. Overall, it provides quality healthcare but could benefit from improved infrastructure and patient management systems.",{},4.0,0.9072,positive,kenyatta national hospital renowned referral medical facility kenya offer wide range specialized service advanced technology highly skilled doctor hospital well - organized clean efficiently run however long wait time overcrowding concern overall provides quality healthcare could benefit improved infrastructure patient management system,2,Facility Feedback
17,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUR4aXRHTEpREAE,4,"{'value': 1, 'unit': 'year'}",en,"The place is a behemoth, King George V, I believe is the old name. The number of people it attends to is staggering. A true serve centre in healthcare. The hospital could do with a face lift and also revamping of the internals like beds etc
The security team was on point to manage the swelling numbers of people during visiting hour. Job well done.",{},1.0,0.8442,positive,place behemoth king george v believe old name number people attends staggering true serve centre healthcare hospital could face lift also revamping internals like bed etc security team point manage swelling number people visiting hour job well done,3,Improvement Areas
18,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNRN3U3X1h3EAE,5,"{'value': 7, 'unit': 'year'}",en,Great improvement in services at East Africa's biggest referral hospital. Though they need to manage the queues during visiting hours,{},2.0,0.7964,positive,great improvement service east africa biggest referral hospital though need manage queue visiting hour,3,Improvement Areas
19,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUN4akxYRzFnRRAB,4,"{'value': 1, 'unit': 'year'}",en,"Hospitals are medical facilities that provide a range of healthcare services, from emergency care to specialized treatments. They are staffed by trained healthcare professionals, such as doctors, nurses, and support staff. Hospitals can be busy and stressful environments, but they play a crucial role in promoting health and saving lives.",{},1.0,0.7469,positive,hospital medical facility provide range healthcare service emergency care specialized treatment staffed trained healthcare professional doctor nurse support staff hospital busy stressful environment play crucial role promoting health saving life,2,Facility Feedback
20,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURwXzV5NmJnEAE,5,"{'value': 11, 'unit': 'month'}",en,Busy and clean these days.. also well organized... they will advise you where to go for help if they can't help. I'm praying for your or your family/friend 's quick recovery,{},1.0,0.7958,positive,busy clean day .. also well organized ... advise go help cannot help praying family friend quick recovery,2,Facility Feedback
21,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNwNE5hUnNRRRAB,4,"{'value': 1, 'unit': 'year'}",en,"There service delivery is good and if you have an NHIF card, it can pay for your bill unlike other Hospitals. Best and adequate doctors to attend to patients",{},,0.8225,positive,service delivery good nhif card pay bill unlike hospital best adequate doctor attend patient,0,Hospital Services
22,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURabU1IVzJnRRAB,5,"{'value': 10, 'unit': 'month'}",en,"Hi,i delivered safely last week in your facility with the help of dr Caroline Opuch and other nurses.The services were good i was well taken care of together with my newborn.I also want to thank the nutritionist who assisted me with my milk problem.Inshort i loved everything about kenyatta maternity side and really changed the negative reviews i have heard about the facility.Thank you so much!",{},6.0,0.9444,positive,hii delivered safely last week facility help dr caroline opuch nurse service good well taken care together newborn also want thank nutritionist assisted milk problem inshort loved everything kenyatta maternity side really changed negative review heard facility thank much,0,Hospital Services
23,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURsNDViZlhREAE,5,"{'value': 8, 'unit': 'month'}",en,Good job Kenyatta National Hospital ....our patient was well attended by qualified doctors and discharged ...thank you Dr.Peter Munene...all the glory be to God,{},,0.8625,positive,good job kenyatta national hospital .... patient well attended qualified doctor discharged ... thank dr peter munene ... glory god,3,Improvement Areas
24,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNCX0thN3dRRRAB,1,"{'value': 1, 'unit': 'year'}",en,"The prime care is really good...
Very clean ,good food etc but some nurses are letting the hospital down...

How can a patient tell the nurses the whole day and night that the operation wound is bleeding yet nothing happens?last was told that they are ordering for dressing stuff...(it would have been better if they told me to buy)

For a day and night?till the doctor tells them the wound is becoming sepsis!!!!such a shame",{},2.0,0.7612,positive,prime care really good ... clean good food etc nurse letting hospital ... patient tell nurse whole day night operation wound bleeding yet nothing happens last told ordering dressing stuff ...( would better told buy day night till doctor tell wound becoming sepsis !!!! shame,0,Hospital Services
25,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNSeXJPTXRBRRAB,1,"{'value': 1, 'unit': 'year'}",en,"A failed national hospital.
It has rude, demotivated staff, I wonder whether there is anything that can be done to restore hope in this hospital.

A doctor there personally encouraged me to go to KU referral hospital having been referred to KNH at first.

I will be back there at my death lap. Paid money for consultancy but never got attended to.",{},4.0,-0.3182,negative,failed national hospital rude demotivated staff wonder whether anything done restore hope hospital doctor personally encouraged go ku referral hospital referred knh first back death lap paid money consultancy never got attended,4,Staff and Care Quality 
26,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNkNmVmTGVREAE,1,"{'value': 5, 'unit': 'month'}",en,Hello there ..can I secure a vacancy in your facility on social work and HIV testing and counselling,{},,0.34,negative,hello .. secure vacancy facility social work hiv testing counselling,3,Improvement Areas
27,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURoLUtYNC1BRRAB,1,"{'value': 1, 'unit': 'year'}",en,"The worst experience ever. I have been here since 8am, private wing. Supporsed to see a do tor in room 14. It's now 11:52am almost midday the doctor is not yet here. For how long is someone supposed to wait on the queue. You need to improve the services being a level 5 hospital. Can you get committed doctors who work with normal working hours. Surely we are really failing. The consultation we have paid ksh.2800 is this still not worth it? Wanyonge watatewa na nani?",{},,-0.4251,negative,worst experience ever since eight private wing supporsed see tor room fourteen eleven 52 almost midday doctor yet long someone supposed wait queue need improve service level five hospital get committed doctor work normal working hour surely really failing consultation paid ksh 2800 still worth wanyonge watatewa na nani,3,Improvement Areas
28,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNCaU1UWGJREAE,5,"{'value': 1, 'unit': 'year'}",en,"The best public Hospital for any individual to receive quality medical services in the continent and the word , has all quality  specialists in all fields of medicine , accessible in any word and outpatient department's, security, clean or best hygiene practices, active emergency services.",{},,0.9274,positive,best public hospital individual receive quality medical service continent word quality specialist field medicine accessible word outpatient department security clean best hygiene practice active emergency service,4,Staff and Care Quality 
29,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNCMXRxakJBEAE,1,"{'value': 1, 'unit': 'year'}",en,The hospital has no idea of what an emergency is. They keep patients to raise money instead of serving them to go home. It has taken 3 weeks and counting for an accident patient to be attended in the wards despite him needing surgery to enable him leave and go to bury his wife who died in the accident.  If I  get sick please those who handle me shouldn't consider KNH. Please.,{},4.0,-0.9498,negative,hospital idea emergency keep patient raise money instead serving go home taken three week counting accident patient attended ward despite needing surgery enable leave go bury wife died accident get sick please handle consider knh please,3,Improvement Areas
30,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUMtaTVHcEl3EAE,4,"{'value': 1, 'unit': 'year'}",en,"This hospital offers 24/7 emergency cases services.
It's very clean and efficiency especially in Labour ward and maternity ward. I like their services.",{},1.0,0.6865,positive,hospital offer twenty - four 7 emergency case service clean efficiency especially labour ward maternity ward like service,4,Staff and Care Quality 
31,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUR1OXJEYnZnRRAB,5,"{'value': 1, 'unit': 'year'}",en,KNH Prime Care Center Is really good.,{},,0.7501,positive,knh prime care center really good,2,Facility Feedback
32,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURSOGM2YTZRRRAB,2,"{'value': 1, 'unit': 'year'}",en,Taking advantage of patients referring them to the surrounding clinics for everything. Do you really have a radiology department because every scan needed is referred to those clinics. SERIOUSLY???,{},,-0.2437,negative,taking advantage patient referring surrounding clinic everything really radiology department every scan needed referred clinic seriously ???,4,Staff and Care Quality 
33,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSURLMUtuRmlRRRAB,5,"{'value': 3, 'unit': 'year'}",en,"Their private wing is 👌, but their emergency unit will need to be a bit to the task right from outside the door. A relative should not struggle with a sick person from a car to the clutches alone as others watch. But good services so far. Kudos. …",{},3.0,0.8694,positive,private wing 👌 emergency unit need bit task right outside door relative struggle sick person car clutch alone others watch good service far kudos …,2,Facility Feedback
34,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNBaVAtdm13RRAB,4,"{'value': 5, 'unit': 'year'}",en,Has efficient technological equipment for undertaking various lab tests and great specialists like neurologists who provide affordable and effective service,{},2.0,0.91,positive,efficient technological equipment undertaking various lab test great specialist like neurologist provide affordable effective service,3,Improvement Areas
35,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNOa29yNmJREAE,5,"{'value': 7, 'unit': 'month'}",en,"World class health facility,the best in eastern Africa.Top notch health workers and machines",{},,0.6369,positive,world class health facilitythe best eastern africa top notch health worker machine,0,Hospital Services
36,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUQ2dnZiYnlRRRAB,5,"{'value': 2, 'unit': 'year'}",en,"I just came back here last week since 2015 and was thrilled to see the beautiful pediatric waiting bay that is Accessibility ♿ friendly and a an amusement park within Knh.  That is also Accessible ♿ for wheelchair entrance .  All Covid-19 protocol  followed, best experience at the pediatric with friendly Doctors.

Just to add this on,
Recently I have been a to knh on a monthly basis since November 2021 to my ANC  and I  have had best experience, lessons and also I felt it's good to share here so that anyone reading this, should tell a friend to tell afriend to choose knh ANC #no.18  because they are the best and they will walk you through the months of pregnancy till delivery and you will meet best doctors nurses and entire staff friendly from  clinic #no.18, to labour ward till to the maternity wards and when you walk out of the hospital with your newborn , no doubt you will recommend other expectant mothers to go to knh for ANC.

And special thanks ☺️ to the entire staff at Labour ward knh and very many  special thanks to the staff in the theater  for the sleepless nights you go through will saving mothers and their babies not only from Nairobi but entire country . Good job and may the almighty God 🙏 bless you Our beloved doctors at KNH.",{},7.0,0.9913,positive,came back last week since two thousand fifteen thrilled see beautiful pediatric waiting bay accessibility ♿ friendly amusement park within knh also accessible ♿ wheelchair entrance covid - 19 protocol followed best experience pediatric friendly doctor add recently knh monthly basis since november two thousand twenty - one anc best experience lesson also felt good share anyone reading tell friend tell afriend choose knh anc 18 best walk month pregnancy till delivery meet best doctor nurse entire staff friendly clinic 18 labour ward till maternity ward walk hospital newborn doubt recommend expectant mother go knh anc special thanks ☺️ entire staff labour ward knh many special thanks staff theater sleepless night go saving mother baby nairobi entire country good job may almighty god 🙏 bless beloved doctor knh,4,Staff and Care Quality 
37,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUN3cXJqYzhBRRAB,3,"{'value': 5, 'unit': 'year'}",en,I didn't know how to go to a ward as the place isn't mapped. Service from the officers was good. The wards were clean and neat. I saw some bedridden patients sharing a bed though the hospital looks empty generally. Service is prompt and quick and they sell snacks while waiting. Waiting is a pretty big deal in the hospital. The bill was significantly lower and affordable.,{},4.0,0.891,positive,know go ward place mapped service officer good ward clean neat saw bedridden patient sharing bed though hospital look empty generally service prompt quick sell snack waiting waiting pretty big deal hospital bill significantly lower affordable,1,"Affordability, and Accessibility"
38,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNPOUtia3Z3RRAB,4,"{'value': 2, 'unit': 'year'}",en,"Took my mom here after a serious misdiagnosis from Mama Lucy hospital.The misdiagnosis was immediately stated and my mom, who had a partial stroke was immediately put to treatment.It took a month and recovered, though not 100% as it's with the case of stroke.I'll forever be grateful coz it would have been a different story had we not changed  hospitals.I've also been back here severally with different personal cases and honestly,the facility has the best medical brains the country has to offer.No misdiagnosis, very patient to understand your story.I'd attend the other big hospitals but when it comes to health,I prefer experience and reputation.On the low side they could improve on the waiting time.This is mostly due to the high demand as a result of good reputation and affordability, something the government should try working on in the future.",{},9.0,0.8294,positive,took mom serious misdiagnosis mama lucy hospital misdiagnosis immediately stated mom partial stroke immediately put treatment took month recovered though one hundred case stroke forever grateful coz would different story changed hospital also back severally different personal case honestlythe facility best medical brain country offer misdiagnosis patient understand story would attend big hospital come healthi prefer experience reputation low side could improve waiting time mostly due high demand result good reputation affordability something government try working future,0,Hospital Services
39,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSUNtZ3QzRkxBEAE,4,"{'value': 2, 'unit': 'year'}",en,"It's location is easy to access. The doctors are the best the country has to offer,the doctor's doing morning rounds are helpful. The queuing at the cashiers is time consuming, this could be improved in the near future. The maternity ward has a well equipped caeserian section service I'm cases of emergencies for the mother and unborn child. The nhif covers most of the bills,the bed and specific surgeries.",{},3.0,0.9337,positive,location easy access doctor best country offerthe doctor morning round helpful queuing cashier time consuming could improved near future maternity ward well equipped caeserian section service case emergency mother unborn child nhif cover billsthe bed specific surgery,2,Facility Feedback
40,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChZDSUhNMG9nS0VJQ0FnSURtLWRYeVZnEAE,5,"{'value': 2, 'unit': 'year'}",en,"Many are nay comments have been hearing about the place.Now I have seen for my self ,the opposite of those comments.
It is really the best Referral hospice in Eastern Africa.
You want to be attended, visit the private wing with your referral letter and your health cover documents...truely you will kudos the services.
You are the best KNH.KEEP IT UP",{},4.0,0.9268,positive,many nay comment hearing place seen self opposite comment really best referral hospice eastern africa want attended visit private wing referral letter health cover document ... truely kudos service best knh keep,3,Improvement Areas
41,ChIJLwCPTuwQLxgRAUdND1TKttY,Kenyatta National Hospital,ChdDSUhNMG9nS0VJQ0FnSUNZMHQ3LS1BRRAB,5,"{'value': 5, 'unit': 'year'}",en,"This is a national hospital that trains doctors and medical staff. It is also a full fledged referral hospital that runs an efficient A&E. You may meet a few rude or slow officials but the general flow of procedure is adequate.

The hospital has plenty of space and adequate premises for the work it is designated for. Under some political administrations, it's running is sometimes disrupted and services become degraded due to greed and corruption.

Overall, it is a magnificent facility that has stood the test of time. It may not meet your expectations nor surpass them, but it the best national hospital in East and Central Africa. Scandals have come and gone. Some are ongoing etc. Endless renovation is being undertaken in its premises or outside it.

The number of patients arriving here is enormous. The hospital is operating 24hours seven days.",{},5.0,0.6858,positive,national hospital train doctor medical staff also full fledged referral hospital run efficient e may meet rude slow official general flow procedure adequate hospital plenty space adequate premise work designated political administration running sometimes disrupted service become degraded due greed corruption overall magnificent facility stood test time may meet expectation surpass best national hospital east central africa scandal come gone ongoing etc endless renovation undertaken premise outside number patient arriving enormous hospital operating twenty - four hour seven day,3,Improvement Areas
